model,seed,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,params,runtime_seconds
random_forest,42,0.92,0.75,1.0,0.5,0.6666666666666666,0.9212962962962963,0.8000705678337257,0,0.42198991775512695
random_forest,43,0.9466666666666667,0.8333333333333333,1.0,0.6666666666666666,0.8,0.9087301587301587,0.8287348272642391,0,0.40444397926330566
random_forest,44,0.9333333333333333,0.7916666666666667,1.0,0.5833333333333334,0.7368421052631579,0.8921957671957672,0.8198702713408598,0,0.41577839851379395
random_forest,45,0.9333333333333333,0.7916666666666667,1.0,0.5833333333333334,0.7368421052631579,0.9067460317460317,0.8109988452575699,0,0.4002861976623535
random_forest,46,0.92,0.8174603174603174,0.8,0.6666666666666666,0.7272727272727272,0.8974867724867724,0.7929277106908686,0,0.40280818939208984
random_forest,47,0.9333333333333333,0.7916666666666667,1.0,0.5833333333333334,0.7368421052631579,0.8855820105820105,0.7995130715151303,0,0.44031333923339844
random_forest,48,0.92,0.7837301587301587,0.875,0.5833333333333334,0.7000000000000001,0.906084656084656,0.8254114866614867,0,0.6021020412445068
random_forest,49,0.9333333333333333,0.7916666666666667,1.0,0.5833333333333334,0.7368421052631579,0.9041005291005291,0.8073622427101202,0,0.49778056144714355
random_forest,50,0.92,0.7837301587301587,0.875,0.5833333333333334,0.7000000000000001,0.9193121693121693,0.8250291375291376,0,0.48346447944641113
random_forest,51,0.9066666666666666,0.7420634920634921,0.8571428571428571,0.5,0.631578947368421,0.8670634920634921,0.7437162604505404,0,0.5146017074584961
random_forest,52,0.9066666666666666,0.8095238095238095,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.9107142857142857,0.8027089609428678,0,0.5495326519012451
random_forest,53,0.9333333333333333,0.7916666666666667,1.0,0.5833333333333334,0.7368421052631579,0.9021164021164021,0.827991452991453,0,0.6196880340576172
random_forest,54,0.92,0.75,1.0,0.5,0.6666666666666666,0.912037037037037,0.8119358854652974,0,0.571990966796875
random_forest,55,0.92,0.7837301587301587,0.875,0.5833333333333334,0.7000000000000001,0.9054232804232805,0.8107683982683983,0,0.5086030960083008
random_forest,56,0.92,0.75,1.0,0.5,0.6666666666666666,0.8994708994708994,0.8482142857142857,0,0.4632751941680908
random_forest,57,0.92,0.8174603174603174,0.8,0.6666666666666666,0.7272727272727272,0.8935185185185185,0.8207107824578502,0,0.48442912101745605
random_forest,58,0.92,0.7837301587301587,0.875,0.5833333333333334,0.7000000000000001,0.8915343915343916,0.8168928523030691,0,0.4921271800994873
random_forest,59,0.9333333333333333,0.8253968253968254,0.8888888888888888,0.6666666666666666,0.761904761904762,0.9007936507936507,0.8174127022917347,0,0.5524308681488037
random_forest,60,0.9066666666666666,0.7757936507936508,0.7777777777777778,0.5833333333333334,0.6666666666666666,0.8888888888888888,0.7781861279200676,0,0.5039680004119873
random_forest,61,0.9066666666666666,0.7757936507936508,0.7777777777777778,0.5833333333333334,0.6666666666666666,0.8928571428571428,0.786796291804781,0,0.5366497039794922
